Official NCBI gene id,Official NCBI gene symbol
6624,FSCN1
2803,GOLGA4
27089,UQCRQ
2107,ETF1
2720,GLB1
56255,TMX4
10212,DDX39A
9989,PPP4R1
3875,KRT18
3636,INPPL1
4659,PPP1R12A
223,ALDH9A1
10935,PRDX3
1615,DARS
8087,FXR1
684,BST2
3460,IFNGR2
3716,JAK1
11252,PACSIN2
10987,COPS5
400,ARL1
7076,TIMP1
2697,GJA1
2997,GYS1
9231,DLG5
9512,PMPCB
7163,TPD52
10424,PGRMC2
7283,TUBG1
2589,GALNT1
7175,TPR
1182,CLCN3
10289,EIF1B
929,CD14
5756,TWF1
1345,COX6C
55884,WSB2
3073,HEXA
9685,CLINT1
6626,SNRPA
11342,RNF13
9049,AIP
5970,RELA
6035,RNASE1
103,ADAR
1717,DHCR7
7407,VARS
5007,OSBP
2030,SLC29A1
2022,ENG
2631,GBAS
9604,RNF14
8933,FAM127A
8615,USO1
2202,EFEMP1
822,CAPG
6455,SH3GL1
51663,ZFR
5552,SRGN
5327,PLAT
2664,GDI1
51035,UBXN1
6059,ABCE1
5445,PON2
25820,ARIH1
1727,CYB5R3
6241,RRM2
369,ARAF
1163,CKS1B
10327,AKR1A1
7384,UQCRC1
10217,CTDSPL
10160,FARP1
2935,GSPT1
11231,SEC63
10549,PRDX4
4299,AFF1
8502,PKP4
2108,ETFA
8672,EIF4G3
8099,CDK2AP1
3074,HEXB
10576,CCT2
29889,GNL2
214,ALCAM
10519,CIB1
892,CCNC
8443,GNPAT
2180,ACSL1
23064,SETX
523,ATP6V1A
9969,MED13
1389,CREBL2
9987,HNRNPDL
4700,NDUFA6
10449,ACAA2
2132,EXT2
23645,PPP1R15A
2052,EPHX1
10314,LANCL1
1942,EFNA1
6392,SDHD
25829,TMEM184B
9821,RB1CC1
9158,FIBP
3035,HARS
2909,ARHGAP35
23466,CBX6
224,ALDH3A2
6400,SEL1L
3949,LDLR
3419,IDH3A
4599,MX1
25800,SLC39A6
10975,UQCR11
9972,NUP153
4171,MCM2
1349,COX7B
6522,SLC4A2
8899,PRPF4B
8780,RIOK3
7965,AIMP2
4061,LY6E
4739,NEDD9
10422,UBAC1
10659,CELF2
1387,CREBBP
60496,AASDHPPT
7716,VEZF1
79586,CHPF
2071,ERCC3
2621,GAS6
9766,SUSD6
2648,KAT2A
3835,KIF22
8522,GAS7
3985,LIMK2
50999,TMED5
6732,SRPK1
645,BLVRB
26286,ARFGAP3
23481,PES1
4802,NFYC
8209,C21orf33
3703,STT3A
10480,EIF3M
7388,UQCRH
4837,NNMT
143,PARP4
7102,TSPAN7
5872,RAB13
1785,DNM2
23564,DDAH2
51706,CYB5R1
2633,GBP1
23219,FBXO28
10558,SPTLC1
9556,C14orf2
2580,GAK
5176,SERPINF1
4070,TACSTD2
10274,STAG1
11079,RER1
4694,NDUFA1
8467,SMARCA5
22862,FNDC3A
6890,TAP1
4522,MTHFD1
5520,PPP2R2A
10277,UBE4B
5310,PKD1
7374,UNG
11243,PMF1
3164,NR4A1
4147,MATN2
3685,ITGAV
5718,PSMD12
9632,SEC24C
5906,RAP1A
6695,SPOCK1
35,ACADS
9871,SEC24D
54741,LEPROT
8754,ADAM9
9665,KIAA0430
10409,BASP1
7071,KLF10
4905,NSF
6722,SRF
10897,YIF1A
3321,IGSF3
2182,ACSL4
5605,MAP2K2
5532,PPP3CB
3423,IDS
6764,ST5
10613,ERLIN1
4853,NOTCH2
6256,RXRA
10444,ZER1
10014,HDAC5
9879,DDX46
5118,PCOLCE
9318,COPS2
4351,MPI
10430,TMEM147
9249,DHRS3
6515,SLC2A3
34,ACADM
7127,TNFAIP2
1739,DLG1
22877,MLXIP
23760,PITPNB
9806,SPOCK2
3659,IRF1
2764,GMFB
51232,CRIM1
6782,HSPA13
8658,TNKS
11161,C14orf1
55308,DDX19A
203,AK1
5164,PDK2
2990,GUSB
1503,CTPS1
10463,SLC30A9
5352,PLOD2
3661,IRF3
7128,TNFAIP3
6223,RPS19
7873,MANF
9792,SERTAD2
86,ACTL6A
467,ATF3
8743,TNFSF10
649,BMP1
790,CAD
2308,FOXO1
9322,TRIP10
25804,LSM4
5567,PRKACB
2634,GBP2
24144,TFIP11
23518,R3HDM1
8625,RFXANK
9475,ROCK2
3155,HMGCL
27338,UBE2S
10427,SEC24B
3689,ITGB2
4363,ABCC1
10043,TOM1
6760,SS18
196,AHR
6921,TCEB1
6692,SPINT1
6845,VAMP7
183,AGT
4189,DNAJB9
10928,RALBP1
5825,ABCD3
9909,DENND4B
5187,PER1
4938,OAS1
9618,TRAF4
5089,PBX2
290,ANPEP
2050,EPHB4
140885,SIRPA
9672,SDC3
133,ADM
7525,YES1
3099,HK2
6662,SOX9
4729,NDUFV2
2995,GYPC
3554,IL1R1
11329,STK38
713,C1QB
9551,ATP5J2
2941,GSTA4
22836,RHOBTB3
58487,CREBZF
6596,HLTF
5996,RGS1
2192,FBLN1
4017,LOXL2
51421,AMOTL2
4055,LTBR
117178,SSX2IP
10535,RNASEH2A
9925,ZBTB5
5799,PTPRN2
7390,UROS
10401,PIAS3
3145,HMBS
9652,TTC37
9138,ARHGEF1
9060,PAPSS2
9656,MDC1
9900,SV2A
7869,SEMA3B
4643,MYO1E
8453,CUL2
56998,CTNNBIP1
7058,THBS2
7040,TGFB1
3796,KIF2A
10516,FBLN5
9587,MAD2L1BP
4528,MTIF2
4247,MGAT2
27339,PRPF19
1436,CSF1R
9052,GPRC5A
3613,IMPA2
10952,SEC61B
8546,AP3B1
9674,KIAA0040
64976,MRPL40
3434,IFIT1
9869,SETDB1
11215,AKAP11
10300,KATNB1
391,RHOG
7019,TFAM
6733,SRPK2
1793,DOCK1
4728,NDUFS8
4928,NUP98
8898,MTMR2
4646,MYO6
55312,RFK
1196,CLK2
1855,DVL1
3965,LGALS9
5830,PEX5
266655,LINC00094
2145,EZH1
22828,SCAF8
10263,CDK2AP2
79096,C11orf49
10671,DCTN6
23229,ARHGEF9
6416,MAP2K4
9094,UNC119
11334,TUSC2
51317,PHF21A
3898,LAD1
3998,LMAN1
8905,AP1S2
2162,F13A1
3257,HPS1
382,ARF6
7050,TGIF1
6635,SNRPE
10019,SH2B3
5797,PTPRM
3635,INPP5D
22920,KIFAP3
1659,DHX8
8604,SLC25A12
23473,CAPN7
78987,CRELD1
9260,PDLIM7
6430,SRSF5
1606,DGKA
409,ARRB2
3797,KIF3C
2286,FKBP2
5685,PSMA4
2591,GALNT3
6049,RNF6
9823,ARMCX2
5493,PPL
23531,MMD
4237,MFAP2
9757,KMT2B
5424,POLD1
7112,TMPO
1000,CDH2
26229,B3GAT3
6337,SCNN1A
5663,PSEN1
8662,EIF3B
4358,MPV17
8558,CDK10
5341,PLEK
11309,SLCO2B1
7162,TPBG
1306,COL15A1
4717,NDUFC1
6252,RTN1
1969,EPHA2
10404,CPQ
968,CD68
7133,TNFRSF1B
4233,MET
80208,SPG11
4215,MAP3K3
10654,PMVK
10651,MTX2
9973,CCS
4046,LSP1
324,APC
5636,PRPSAP2
819,CAMLG
687,KLF9
4023,LPL
1353,COX11
11183,MAP4K5
9232,PTTG1
8836,GGH
2212,FCGR2A
10475,TRIM38
8481,OFD1
10974,ADIRF
5875,RABGGTA
1783,DYNC1LI2
10272,FSTL3
23607,CD2AP
24138,IFIT5
11193,WBP4
4726,NDUFS6
7915,ALDH5A1
705,BYSL
4712,NDUFB6
6817,SULT1A1
23017,FAIM2
9873,FCHSD2
4711,NDUFB5
56902,PNO1
55558,PLXNA3
51704,GPRC5B
10311,DSCR3
22837,COBLL1
5320,PLA2G2A
10544,PROCR
4296,MAP3K11
8161,COIL
8722,CTSF
788,SLC25A20
7111,TMOD1
5433,POLR2D
4123,MAN2C1
8694,DGAT1
6895,TARBP2
11018,TMED1
5577,PRKAR2B
7423,VEGFB
1871,E2F3
6239,RREB1
3993,LLGL2
10908,PNPLA6
51096,UTP18
3707,ITPKB
28955,DEXI
55810,FOXJ2
7764,ZNF217
113,ADCY7
6996,TDG
3052,HCCS
5914,RARA
1519,CTSO
6503,SLA
9787,DLGAP5
25801,GCA
4548,MTR
27238,GPKOW
6199,RPS6KB2
4126,MANBA
10205,MPZL2
9553,MRPL33
5442,POLRMT
10247,RIDA
8476,CDC42BPA
7447,VSNL1
9936,CD302
51449,PCYOX1
51747,LUC7L3
11080,DNAJB4
6586,SLIT3
9600,PITPNM1
55062,WIPI1
9235,IL32
4217,MAP3K5
10188,TNK2
6197,RPS6KA3
8850,KAT2B
22954,TRIM32
3489,IGFBP6
3426,CFI
1352,COX10
5064,PALM
64854,USP46
6594,SMARCA1
10063,COX17
1756,DMD
2199,FBLN2
7056,THBD
27175,TUBG2
9843,HEPH
9922,IQSEC1
8671,SLC4A4
10479,SLC9A6
9411,ARHGAP29
1774,DNASE1L1
3248,HPGD
1525,CXADR
10062,NR1H3
1536,CYBB
2730,GCLM
9727,RAB11FIP3
3791,KDR
90,ACVR1
4907,NT5E
55756,INTS9
11120,BTN2A1
1185,CLCN6
10529,NEBL
9111,NMI
10868,USP20
1317,SLC31A1
8226,PUDP
4682,NUBP1
2167,FABP4
5826,ABCD4
7988,ZNF212
8323,FZD6
755,C21orf2
5774,PTPN3
5074,PAWR
10126,DNAL4
11015,KDELR3
26751,SH3YL1
11130,ZWINT
4234,METTL1
23637,RABGAP1
1902,LPAR1
4129,MAOB
4598,MVK
3394,IRF8
9486,CHST10
116987,AGAP1
5920,RARRES3
10129,FRY
10609,P3H4
5025,P2RX4
5147,PDE6D
6604,SMARCD3
22795,NID2
2791,GNG11
3561,IL2RG
51103,NDUFAF1
5138,PDE2A
11259,FILIP1L
7107,GPR137B
7280,TUBB2A
23166,STAB1
4242,MFNG
1036,CDO1
6494,SIPA1
8936,WASF1
22904,SBNO2
4258,MGST2
1164,CKS2
140465,MYL6B
241,ALOX5AP
51042,ZNF593
27252,KLHL20
2766,GMPR
5916,RARG
951,CD37
1120,CHKB
571,BACH1
9649,RALGPS1
5783,PTPN13
23288,IQCE
1318,SLC31A2
60489,APOBEC3G
10005,ACOT8
10981,RAB32
79161,TMEM243
9535,GMFG
11010,GLIPR1
2643,GCH1
27067,STAU2
2166,FAAH
7748,ZNF195
6018,RLF
10926,DBF4
1020,CDK5
7421,VDR
1105,CHD1
1376,CPT2
63940,GPSM3
6650,CAPN15
9166,EBAG9
10636,RGS14
5507,PPP1R3C
9145,SYNGR1
8470,SORBS2
275,AMT
9811,CTIF
9895,TECPR2
4882,NPR2
4756,NEO1
7753,ZNF202
11322,TMC6
6183,MRPS12
8609,KLF7
5999,RGS4
29957,SLC25A24
21,ABCA3
1307,COL16A1
11186,RASSF1
7188,TRAF5
22907,DHX30
4669,NAGLU
8935,SKAP2
65055,REEP1
6578,SLCO2A1
10978,CLP1
2261,FGFR3
4037,LRP3
26151,NAT9
8536,CAMK1
2869,GRK5
24139,EML2
23046,KIF21B
341,APOC1
2247,FGF2
55885,LMO3
3931,LCAT
7089,TLE2
9825,SPATA2
80301,PLEKHO2
3832,KIF11
9762,LZTS3
23641,LDOC1
2619,GAS1
1909,EDNRA
7075,TIE1
5803,PTPRZ1
2669,GEM
5091,PC
5877,RABIF
26578,OSTF1
7862,BRPF1
7122,CLDN5
3784,KCNQ1
115,ADCY9
51090,PLLP
23774,BRD1
2564,GABRE
9284,NPIPA1
1917,EEF1A2
9764,KIAA0513
22873,DZIP1
2289,FKBP5
55856,ACOT13
8493,PPM1D
4327,MMP19
23059,CLUAP1
9677,PPIP5K1
6781,STC1
435,ASL
5569,PKIA
5336,PLCG2
3422,IDI1
7347,UCHL3
1462,VCAN
6787,NEK4
54,ACP5
1901,S1PR1
10024,TROAP
10307,APBB3
10873,ME3
6715,SRD5A1
9771,RAPGEF5
3667,IRS1
8910,SGCE
11135,CDC42EP1
3669,ISG20
27042,DIEXF
56623,INPP5E
10351,ABCA8
1012,CDH13
7049,TGFBR3
1464,CSPG4
10256,CNKSR1
3376,IARS
3437,IFIT3
4675,NAP1L3
3131,HLF
7984,ARHGEF5
4521,NUDT1
3590,IL11RA
2123,EVI2A
4118,MAL
4291,MLF1
7181,NR2C1
2009,EML1
9889,ZBED4
6737,TRIM21
3134,HLA-F
5602,MAPK10
10384,BTN3A3
89795,NAV3
2021,ENDOG
2350,FOLR2
10875,FGL2
2028,ENPEP
27107,ZBTB11
10536,P3H3
1890,TYMP
4832,NME3
3396,ICT1
8819,SAP30
2701,GJA4
9521,EEF1E1
602,BCL3
3587,IL10RA
10267,RAMP1
54440,SASH3
7097,TLR2
8045,RASSF7
8273,SLC10A3
6943,TCF21
5793,PTPRG
22900,CARD8
8406,SRPX
1263,PLK3
8082,SSPN
1475,CSTA
4939,OAS2
5864,RAB3A
9949,AMMECR1
11129,CLASRP
5002,SLC22A18
5217,PFN2
2781,GNAZ
7039,TGFA
5888,RAD51
3104,ZBTB48
1326,MAP3K8
9150,CTDP1
11020,IFT27
440,ASNS
549,AUH
5557,PRIM1
1573,CYP2J2
10903,MTMR11
316,AOX1
51172,NAGPA
5965,RECQL
1230,CCR1
4261,CIITA
9751,SNPH
1945,EFNA4
50649,ARHGEF4
51196,PLCE1
2246,FGF1
2357,FPR1
3336,HSPE1
1439,CSF2RB
23464,GCAT
7802,DNALI1
6102,RP2
23764,MAFF
1174,AP1S1
2737,GLI3
3569,IL6
10840,ALDH1L1
10621,POLR3F
5157,PDGFRL
5939,RBMS2
7957,EPM2A
50855,PARD6A
4855,NOTCH4
9980,DOPEY2
80184,CEP290
4306,NR3C2
3757,KCNH2
8915,BCL10
3937,LCP2
23552,CDK20
2743,GLRB
9816,URB2
650,BMP2
3181,HNRNPA2B1
10385,BTN2A2
3764,KCNJ8
10268,RAMP3
4330,MN1
51308,REEP2
580,BARD1
1780,DYNC1I1
5037,PEBP1
2593,GAMT
8975,USP13
185,AGTR1
5203,PFDN4
1629,DBT
1675,CFD
9201,DCLK1
8434,RECK
38,ACAT1
744,MPPED2
2242,FES
1880,GPR183
162,AP1B1
3014,H2AFX
11099,PTPN21
79629,OCEL1
9848,MFAP3L
7786,MAP3K12
6338,SCNN1B
11341,SCRG1
5502,PPP1R1A
7360,UGP2
27286,SRPX2
6324,SCN1B
9131,AIFM1
55786,ZNF415
11104,KATNA1
862,RUNX1T1
7464,CORO2A
7297,TYK2
5121,PCP4
5125,PCSK5
2395,FXN
5837,PYGM
2687,GGT5
2120,ETV6
10125,RASGRP1
3235,HOXD9
284,ANGPT1
8736,MYOM1
8742,TNFSF12
8846,ALKBH1
6610,SMPD2
1359,CPA3
254359,ZDHHC24
577,ADGRB3
25809,TTLL1
27253,PCDH17
7486,WRN
10301,DLEU1
7177,TPSAB1
55667,DENND4C
1040,CDS1
509,ATP5C1
683,BST1
22885,ABLIM3
2157,F8
10266,RAMP2
9605,VPS9D1
2252,FGF7
3684,ITGAM
8839,WISP2
4857,NOVA1
3575,IL7R
7286,TUFT1
6002,RGS12
914,CD2
9256,BZRAP1
5787,PTPRB
7381,UQCRB
7289,TULP3
9450,LY86
5587,PRKD1
7704,ZBTB16
22871,NLGN1
3782,KCNN3
4958,OMD
6508,SLC4A3
26040,SETBP1
5334,PLCL1
5166,PDK4
5396,PRRX1
3600,IL15
5966,REL
883,CCBL1
6403,SELP
3159,HMGA1
10866,HCP5
1842,ECM2
8786,RGS11
395,ARHGAP6
8382,NME5
311,ANXA11
4223,MEOX2
2828,GPR4
10138,YAF2
5229,PGGT1B
3201,HOXA4
9021,SOCS3
5918,RARRES1
4137,MAPT
5524,PPP2R4
660,BMX
9079,LDB2
948,CD36
25988,HINFP
66002,CYP4F12
9631,NUP155
23643,LY96
8943,AP3D1
9121,SLC16A5
7030,TFE3
7504,XK
7010,TEK
3338,DNAJC4
4707,NDUFB1
1489,CTF1
98,ACYP2
8692,HYAL2
3223,HOXC6
9754,STARD8
9748,SLK
4782,NFIC
23623,RUSC1
10808,HSPH1
5754,PTK7
9498,SLC4A8
4091,SMAD6
48,ACO1
5027,P2RX7
25836,NIPBL
5592,PRKG1
5597,MAPK6
64499,TPSB2
1009,CDH11
9099,USP2
4286,MITF
79056,PRRG4
845,CASQ2
521,ATP5I
7752,ZNF200
10195,ALG3
5884,RAD17
23524,SRRM2
25822,DNAJB5
4212,MEIS2
7629,ZNF76
5033,P4HA1
8525,DGKZ
8473,OGT
617,BCS1L
10400,PEMT
10061,ABCF2
7132,TNFRSF1A
5606,MAP2K3
10130,PDIA6
4689,NCF4
10288,LILRB2
10616,RBCK1
871,SERPINH1
9859,CEP170
10787,NCKAP1
55805,LRP2BP
537,ATP6AP1
2232,FDXR
3399,ID3
2318,FLNC
5325,PLAGL1
8013,NR4A3
4355,MPP2
272,AMPD3
753,LDLRAD4
11332,ACOT7
3055,HCK
8555,CDC14B
118,ADD1
150094,SIK1
81552,VOPP1
81576,CCDC130
81578,COL21A1
114876,OSBPL1A
8714,ABCC3
23483,TGDS
23770,FKBP8
6051,RNPEP
9538,EI24
3123,HLA-DRB1
2821,GPI
7536,SF1
5935,RBM3
2532,ACKR1
9524,TECR
7368,UGT8
5136,PDE1A
7804,LRP8
3665,IRF7
9031,BAZ1B
10052,GJC1
5239,PGM5
689,BTF3
10060,ABCC9
7148,TNXB
2923,PDIA3
8073,PTP4A2
1642,DDB1
4904,YBX1
3030,HADHA
7520,XRCC5
7415,VCP
5515,PPP2CA
8763,CD164
1431,CS
6767,ST13
3151,HMGN2
1650,DDOST
5036,PA2G4
529,ATP6V1E1
10916,MAGED2
6185,RPN2
6188,RPS3
2617,GARS
5591,PRKDC
22948,CCT5
3646,EIF3E
7086,TKT
11100,HNRNPUL1
4723,NDUFV1
9584,RBM39
3106,HLA-B
10094,ARPC3
7529,YWHAB
8775,NAPA
8668,EIF3I
54732,TMED9
6146,RPL22
1979,EIF4EBP2
4048,LTA4H
4179,CD46
81631,MAP1LC3B
11222,MRPL3
1191,CLU
900,CCNG1
5693,PSMB5
6731,SRP72
6431,SRSF6
3148,HMGB2
5694,PSMB6
6892,TAPBP
25814,ATXN10
483,ATP1B3
23423,TMED3
55832,CAND1
9908,G3BP2
26003,GORASP2
7419,VDAC3
7070,THY1
821,CANX
8428,STK24
7295,TXN
23710,GABARAPL1
5062,PAK2
3936,LCP1
8666,EIF3G
23654,PLXNB2
8886,DDX18
7150,TOP1
28973,MRPS18B
7386,UQCRFS1
708,C1QBP
5162,PDHB
1267,CNP
65220,NADK
26994,RNF11
56650,CLDND1
4758,NEU1
5531,PPP4C
7095,SEC62
3958,LGALS3
23185,LARP4B
23071,ERP44
1316,KLF6
204,AK2
79033,ERI3
1397,CRIP2
8241,RBM10
8669,EIF3J
6938,TCF12
7351,UCP2
23176,SEPTIN8
57658,CALCOCO1
57035,RSRP1
2098,ESD
7204,TRIO
9500,MAGED1
65018,PINK1
23705,CADM1
10957,PNRC1
9061,PAPSS1
10262,SF3B4
11345,GABARAPL2
11170,FAM107A
23479,ISCU
25828,TXN2
10539,GLRX3
80781,COL18A1
9364,RAB28
23576,DDAH1
1490,CTGF
26959,HBP1
55651,NHP2
8648,NCOA1
5863,RGL2
7846,TUBA1A
123,PLIN2
5860,QDPR
7205,TRIP6
8773,SNAP23
54939,COMMD4
9100,USP10
8575,PRKRA
7326,UBE2G1
8611,PLPP1
30851,TAX1BP3
65009,NDRG4
2824,GPM6B
3704,ITPA
11196,SEC23IP
11067,C10orf10
1729,DIAPH1
5292,PIM1
1069,CETN2
112,ADCY6
9277,WDR46
9526,MPDU1
688,KLF5
11152,WDR45
9885,OSBPL2
26471,NUPR1
9962,SLC23A2
4790,NFKB1
10749,KIF1C
27069,GHITM
8560,DEGS1
11311,VPS45
4664,NAB1
81689,ISCA1
1410,CRYAB
10602,CDC42EP3
3400,ID4
8795,TNFRSF10B
23075,SWAP70
663,BNIP2
10767,HBS1L
109,ADCY3
7355,SLC35A2
8408,ULK1
6675,UAP1
80303,EFHD1
7171,TPM4
4094,MAF
10111,RAD50
23309,SIN3B
8613,PLPP3
861,RUNX1
57060,PCBP4
1893,ECM1
1528,CYB5A
2053,EPHX2
7851,MALL
7508,XPC
54462,CCSER2
10623,POLR3C
3006,HIST1H1C
6560,SLC12A4
9532,BAG2
10522,DEAF1
8704,B4GALT2
3430,IFI35
4436,MSH2
9044,BTAF1
10488,CREB3
5471,PPAT
5256,PHKA2
5631,PRPS1
288,ANK3
5910,RAP1GDS1
10490,VTI1B
23291,FBXW11
18,ABAT
5764,PTN
4041,LRP5
2823,GPM6A
953,ENTPD1
81542,TMX1
54861,SNRK
10248,POP7
25936,NSL1
57050,UTP3
23037,PDZD2
11190,CEP250
5919,RARRES2
83759,RBM4B
634,CEACAM1
1039,CDR2
58473,PLEKHB1
7025,NR2F1
84263,HSDL2
1384,CRAT
8612,PLPP2
784,CACNB3
9373,PLAA
30844,EHD4
2135,EXTL2
7580,ZNF32
9459,ARHGEF6
3479,IGF1
947,CD34
23154,NCDN
7059,THBS3
23179,RGL1
27065,NSG1
23275,POFUT2
4345,CD200
27350,APOBEC3C
25878,MXRA5
7263,TST
22,ABCB7
64087,MCCC2
55916,NXT2
5523,PPP2R3A
219,ALDH1B1
9655,SOCS5
3840,KPNA4
23379,ICE1
3298,HSF2
3679,ITGA7
11068,CYB561D2
10560,SLC19A2
81553,FAM49A
54453,RIN2
6285,S100B
5805,PTS
2203,FBP1
1646,AKR1C2
79068,FTO
10026,PIGK
25900,IFFO1
9976,CLEC2B
6683,SPAST
1632,ECI1
23240,KIAA0922
3431,SP110
91851,CHRDL1
11119,BTN3A1
9321,TRIP11
57157,PHTF2
10656,KHDRBS3
1628,DBP
8605,PLA2G4C
10391,CORO2B
5562,PRKAA1
9937,DCLRE1A
27309,ZNF330
10607,TBL3
9469,CHST3
10988,METAP2
23401,FRAT2
23284,ADGRL3
6623,SNCG
29984,RHOD
9353,SLIT2
199,AIF1
719,C3AR1
50618,ITSN2
3017,HIST1H2BD
9907,AP5Z1
11314,CD300A
8737,RIPK1
26235,FBXL4
7424,VEGFC
3779,KCNMB1
4688,NCF2
6470,SHMT1
27254,CSDC2
5208,PFKFB2
2627,GATA6
25864,ABHD14A
29775,CARD10
23595,ORC3
10411,RAPGEF3
22974,TPX2
27289,RND1
51257,MARCHF2
1837,DTNA
56288,PARD3
51100,SH3GLB1
10505,SEMA4F
7108,TM7SF2
5376,PMP22
10476,ATP5H
3911,LAMA5
4653,MYOC
7096,TLR1
3305,HSPA1L
8676,STX11
5354,PLP1
8705,B3GALT4
7917,BAG6
3692,EIF6
659,BMPR2
3140,MR1
1032,CDKN2D
158,ADSL
8567,MADD
25816,TNFAIP8
8227,AKAP17A
10483,SEC23B
90410,IFT20
11056,DDX52
7593,MZF1
57396,CLK4
5371,PML
7164,TPD52L1
5023,P2RX1
6556,SLC11A1
166647,ADGRA3
6095,RORA
9590,AKAP12
27077,B9D1
330,BIRC3
3382,ICA1
10726,NUDC
4240,MFGE8
9540,TP53I3
3373,HYAL1
7841,MOGS
6442,SGCA
3903,LAIR1
7267,TTC3
5414,SEPTIN4
9958,USP15
27101,CACYBP
85363,TRIM5
10653,SPINT2
6249,CLIP1
63941,NECAB3
9104,RGN
10395,DLC1
8031,NCOA4
9473,THEMIS2
2313,FLI1
10572,SIVA1
10203,CALCRL
94,ACVRL1
5168,ENPP2
5329,PLAUR
51780,KDM3B
2213,FCGR2B
10142,AKAP9
25998,IBTK
8407,TAGLN2
373,TRIM23
3745,KCNB1
10778,ZNF271P
7461,CLIP2
5191,PEX7
283450,HECTD4
1175,AP2S1
9601,PDIA4
1622,DBI
4750,NEK1
4772,NFATC1
1737,DLAT
1272,CNTN1
27332,ZNF638
140597,TCEAL2
5142,PDE4B
834,CASP1
6309,SC5D
7301,TYRO3
2260,FGFR1
3306,HSPA2
2983,GUCY1B3
8572,PDLIM4
64963,MRPS11
84525,HOPX
10128,LRPPRC
2091,FBL
6122,RPL3
29969,MDFIC
3459,IFNGR1
1781,DYNC1I2
2327,FMO2
374291,NDUFS7
10478,SLC25A17
515,ATP5F1
7321,UBE2D1
1639,DCTN1
1973,EIF4A1
10152,ABI2
3107,HLA-C
23043,TNIK
4627,MYH9
1778,DYNC1H1
220988,HNRNPA3
23193,GANAB
3309,HSPA5
1975,EIF4B
3843,IPO5
677,ZFP36L1
10092,ARPC5
114908,TMEM123
3320,HSP90AA1
3021,H3F3B
23190,UBXN4
55573,CDV3
7837,PXDN
26156,RSL1D1
4288,MKI67
58517,RBM25
53635,PTOV1
9114,ATP6V0D1
10618,TGOLN2
5595,MAPK3
8565,YARS
23042,PDXDC1
23350,U2SURP
10079,ATP9A
84726,PRRC2B
23353,SUN1
4297,KMT2A
4637,MYL6
113419,TEX261
293,SLC25A6
23203,PMPCA
2907,GRINA
388,RHOB
84271,POLDIP3
23516,SLC39A14
23673,STX12
5987,TRIM27
26123,TCTN3
23433,RHOQ
23468,CBX5
5905,RANGAP1
23187,PHLDB1
493,ATP2B4
10985,GCN1
23107,MRPS27
23126,POGZ
6383,SDC2
149603,RNF187
57498,KIDINS220
11328,FKBP9
25957,PNISR
5270,SERPINE2
6137,RPL13
115207,KCTD12
3572,IL6ST
114932,MRFAP1L1
25963,TMEM87A
4976,OPA1
9581,PREPL
2194,FASN
23198,PSME4
23360,FNBP4
171023,ASXL1
7277,TUBA4A
90411,MCFD2
23165,NUP205
92140,MTDH
375790,AGRN
23048,FNBP1
6541,SLC7A1
79572,ATP13A3
91754,NEK9
23122,CLASP2
8879,SGPL1
22998,LIMCH1
22937,SCAP
25940,FAM98A
2036,EPB41L1
4642,MYO1D
23213,SULF1
23216,TBC1D1
8893,EIF2B5
23351,KHNYN
25999,CLIP3
271,AMPD2
488,ATP2A2
4430,MYO1B
51029,DESI2
4628,MYH10
2618,GART
9659,PDE4DIP
5962,RDX
399665,FAM102A
55251,PCMTD2
26092,TOR1AIP1
92856,IMP4
2976,GTF3C2
55544,RBM38
80273,GRPEL1
6187,RPS2
9807,IP6K1
9778,KIAA0232
23327,NEDD4L
9728,SECISBP2L
2335,FN1
84193,SETD3
23317,DNAJC13
9043,SPAG9
9645,MICAL2
23527,ACAP2
64795,RMND5A
29072,SETD2
1051,CEBPB
23383,MAU2
8301,PICALM
439921,MXRA7
23171,GPD1L
23032,USP33
5151,PDE8A
23111,SPG20
27351,DESI1
23348,DOCK9
997,CDC34
80308,FLAD1
9326,ZNHIT3
3241,HPCAL1
23513,SCRIB
10252,SPRY1
5575,PRKAR1B
6653,SORL1
23258,DENND5A
23347,SMCHD1
9716,AQR
22800,RRAS2
27250,PDCD4
9802,DAZAP2
23140,ZZEF1
23001,WDFY3
23186,RCOR1
440026,TMEM41B
8677,STX10
3183,HNRNPC
23016,EXOSC7
5586,PKN2
8417,STX7
201562,HACD2
3097,HIVEP2
23180,RFTN1
9886,RHOBTB1
8723,SNX4
23301,EHBP1
57154,SMURF1
6678,SPARC
818,CAMK2G
2006,ELN
472,ATM
4763,NF1
26472,PPP1R14B
23136,EPB41L3
91289,LMF2
3987,LIMS1
5291,PIK3CB
23259,DDHD2
23511,NUP188
987,LRBA
151011,SEPTIN10
23299,BICD2
23318,ZCCHC11
23279,NUP160
113251,LARP4
57553,MICAL3
23239,PHLPP1
140890,SREK1
390,RND3
55000,TUG1
5253,PHF2
1741,DLG3
9711,RUBCN
2760,GM2A
4833,NME4
4128,MAOA
25898,RCHY1
23332,CLASP1
221061,FAM171A1
23363,OBSL1
23241,PACS2
84162,KIAA1109
23152,CIC
127703,C1orf216
57037,ANKMY2
10228,STX6
158471,PRUNE2
6272,SORT1
84901,NFATC2IP
83700,JAM3
875,CBS
51665,ASB1
23312,DMXL2
57493,HEG1
1955,MEGF9
23172,FAM175B
4684,NCAM1
23034,SAMD4A
84975,MFSD5
8760,CDS2
203069,R3HCC1
